Nome;Categoria;Prezzo;Peso;Kcal;Carboidrati;Zuccheri;Grassi;Fibre;Proteine
BonduelleBonduelle Minestrone classico 1000 g;surgelati e gelati;€ 2,49;1000.0 g;192 kJ - 46 kcal;6,9 g;2,2 g;0,2 g;3,1 g;2,5 g
Capitan FindusCapitan Findus 5 Fiori Di Nasello 250 g;surgelati e gelati;€ 3,79;250.0 g;328 kJ / 78 kcal;0 g;0 g;1,5 g;0 g;16 g
Le Stagioni d'ItaliaLe Stagioni d'Italia Spinaci in Foglie Surgelati 450 g;surgelati e gelati;€ 1,39;N/D;35 kcal;2,9 g;<0,5 g;0,7 g;1,9 g;3,4 g
FRoSTAFRoSTA i Minestroni Classico 400 g;surgelati e gelati;€ 1,49;400.0 g;199 kJ / 47 kcal;7,3 g;2,5 g;0,4 g;2,9 g;2,2 g
Sofficini FindusSofficini Findus 4 Sofficini Patate, Bacon Con Cuore di Mozzarella e Cheddar 250 g;surgelati e gelati;€ 1,99;250.0 g;232 kcal;25 g;<0,5 g;11 g;1,0 g;7,7 g
BuitoniBuitoni Bella Napoli Margherita Pizza surgelata 365 g;surgelati e gelati;€ 1,99;365.0 g;961 kJ / 228 kcal;31 g;3,7;6,5 g;1,1 g;11 g
Cucina SartorCucina Sartor Misto Funghi Trifolato con Porcini Surgelato 300 g;surgelati e gelati;€ 3,49;300.0 g;67 kcal;1 g;0,1 g;5,4 g;3,3 g;2,1 g
Capitan FindusCapitan Findus Tentazioni di Gusto Mazzancolle al Gratin 300 g;surgelati e gelati;€ 4,49;300.0 g;103 kcal;13 g;1,3 g;2,6 g;1,1 g;6,4 g
OrogelOrogel Sfizi Croccanti Tris Panato Surgelati 400 g;surgelati e gelati;€ 2,69;400.0 g;203 kcal;18 g;1,2 g;13 g;2,1 g;2,5 g
OrogelOrogel Sfizi Croccanti Cipolla Pastellata Surgelati 350 g;surgelati e gelati;€ 2,69;350.0 g;165 kcal;22 g;3,3 g;7 g;2 g;2,4 g
Green Cuisine FindusFindus Green Cuisine 10 Bastoncini di Spinaci 284 g;surgelati e gelati;€ 2,45;284.0 g;239 kcal;31 g;2,3 g;9,5 g;2,6 g;6,0 g
FindusFindus Veggie Creations Medaglioni di Zucchine 200 g;surgelati e gelati;€ 2,45;200.0 g;215 kcal;21 g;1,9 g;12 g;2,3 g;4,6 g
OrogelOrogel Sfizi Croccanti Melanzane Panate Surgelati 350 g;surgelati e gelati;€ 2,69;350.0 g;253 kcal;23 g;6,2 g;16 g;3,3 g;2,6 g
FRoSTAFRoSTA 2 Bistecche di Merluzzo Olio Extravergine di Oliva e Rucola 250 g;surgelati e gelati;€ 3,99;250.0 g;464 kJ / 111 kcal;0,1 g;0,0 g;5,5 g;N/D;15,2 g
FRoSTAFRoSTA 8 Tortini Ortolano con Zucchine e Carote 240 g;surgelati e gelati;€ 1,99;240.0 g;644 kJ / 154 kcal;19,6 g;3,0 g;6,2 g;2,1 g;3,8 g
FRoSTAFRoSTA i Contorni Ortolano Zucchine, Patate, Carote Surgelato 400 g;surgelati e gelati;€ 3,19;400.0 g;242 kJ / 58 kcal;9,6 g;2,5 g;1,1 g;2,0 g;1,3 g
FRoSTAFRoSTA 10 Bastoncini in Panatura alla Mugnaia 250 g;surgelati e gelati;€ 3,19;250.0 g;748 kJ / 178 kcal;14,6 g;1,5 g;7,1 g;N/D;13,6 g
FRoSTAFRoSTA i Gratinati Merluzzo con Patate e Rosmarino 360 g;surgelati e gelati;€ 4,95;360.0 g;457 kJ / 109 kcal;7,1 g;0,4 g;3,7 g;N/D;11,4 g
OrogelOrogel Sfizi Croccanti Verdure in Tempura Surgelati 400 g;surgelati e gelati;€ 2,69;400.0 g;189 kcal;20 g;1,5 g;11 g;1,3 g;1,8 g
EscaEsca Condipresto Sugo Pronto allo Scoglio 450 g;surgelati e gelati;€ 3,59;450.0 g;93 kcal;0 g;0 g;8,1 g;0 g;4,9 g
EscaEsca Condipresto Sugo Pronto per Risotto e Spaghetti 450 g;surgelati e gelati;€ 3,59;450.0 g;126 kcal;2,3 g;0 g;10 g;0 g;6,6 g
cameocameo Pizza Regina Alta Margherita 375 g;surgelati e gelati;€ 2,39;375.0 g;253 kcal;31 g;2,4 g;9,7 g;2,2 g;9,3 g
Le Stagioni d'ItaliaLe Stagioni d'Italia Minestrone della Tradizione Surgelato 600 g;surgelati e gelati;€ 2,29;N/D;37 kcal;5,4 g;2,8 g;<0,5 g;2,7 g;2,2 g
FRoSTAFRoSTA i Finissimi Piselli Piccoli e Teneri Surgelati 850 g;surgelati e gelati;€ 2,99;850.0 g;342 kJ / 81 kcal;10,1 g;4,3 g;0,8 g;5,0 g;5,9 g
Speedy PolloSpeedy Pollo Original Cotti e Surgelati 300 g;surgelati e gelati;€ 2,99;300.0 g;1070 kJ - 257 kcal;18 g;0,8 g;16 g;N/D;10 g
nutellanutella gelato 230 g;surgelati e gelati;€ 3,49;230.0 g;1435 kJ / 344 kcal;29,8 g;29,0 g;23,0 g;N/D;4,1 g
Capitan FindusCapitan Findus 2 Burger di Salmone con limone e aneto 170 g;surgelati e gelati;€ 3,49;170.0 g;575 kJ / 137 kcal;1,6 g;<0,5 g;6,7 g;1,3 g;17 g
BuitoniBuitoni Creazione Caprese Pizza surgelata 435 g;surgelati e gelati;€ 3,49;435.0 g;931 kJ/221 kcal;29 g;2,9 g;7,3 g;1,4 g;9,4 g
BuitoniBuitoni Creazione Salame Pizza surgelata 430 g;surgelati e gelati;€ 3,49;430.0 g;1008 kJ/240 kcal;29 g;3,8 g;8,8 g;1,1 g;11 g
Capitan FindusCapitan Findus I Gratinati Merluzzo con Patate e Rosmarino 380 g;surgelati e gelati;€ 4,19;380.0 g;125 kcal;7,9 g;0,5 g;5,7 g;1,2 g;10 g
Capitan FindusCapitan Findus I Gratinati Merluzzo con Pomodoro e Basilico 380 g;surgelati e gelati;€ 4,19;380.0 g;184 kcal;12 g;1,2 g;10 g;0,9 g;11 g
Capitan FindusCapitan Findus I Gratinati Merluzzo con Erbe Mediterranee 380 g;surgelati e gelati;€ 4,19;380.0 g;214 kcal;15 g;0,7 g;12 g;0,8 g;11 g
EscaEsca Condipresto Sugo Pronto per Spaghettata di Mare 400 g;surgelati e gelati;€ 3,59;400.0 g;137 kcal;2,3 g;0,9 g;12 g;0 g;4,9 g
BuitoniBuitoni Bella Napoli Diavola Pizza surgelata 380 g;surgelati e gelati;€ 2,49;380.0 g;854 kJ / 203 kcal;30 g;3,4 g;5,2 g;1,0 g;8,7 g
BuitoniBuitoni Bella Napoli Prosciutto & Funghi Pizza surgelata 375 g;surgelati e gelati;€ 2,49;375.0 g;840 kJ / 199 kcal;30 g;3,6 g;4,3 g;1,2 g;9,4 g
BuitoniBuitoni Bella Napoli 4 Formaggi Pizza surgelata 345 g;surgelati e gelati;€ 2,49;345.0 g;1040 kJ / 247 kcal;32 g;3,2 g;8,2 g;0,9 g;11 g
CarrefourCarrefour Extra Funghi Porcini a Fette Surgelato 300 g;surgelati e gelati;€ 4,99;300.0 g;89 kJ (21 kcal);1,3 g;0,9 g;N/D;1,0 g;2,8 g
Findus Chicken StationFindus Chicken Station Chicken Pops 250 g;surgelati e gelati;€ 3,59;250.0 g;291 kcal;28 g;1,0 g;13 g;2,8 g;14 g
Findus Chicken StationFindus Chicken Station Alette BBQ di Pollo 300 g;surgelati e gelati;€ 3,59;300.0 g;211 kcal;3,2 g;1,3 g;13 g;0,7 g;20 g
OrogelOrogel Broccoli a Rosette Surgelati 400 g;surgelati e gelati;€ 2,09;400.0 g;27 kcal;2 g;1,6 g;0,4 g;3 g;2,3 g
FindusFindus Pisellini Primavera 700 g;surgelati e gelati;€ 3,69;700.0 g;68 kcal;7,5 g;4,9 g;0,7 g;6,0 g;4,9 g
FRoSTAFRoSTA 8 Tortini Ortolano con Zucchine e Carote 240 g;surgelati e gelati;€ 1,99;240.0 g;644 kJ / 154 kcal;19,6 g;3,0 g;6,2 g;2,1 g;3,8 g
FRoSTAFRoSTA 8 Tortini di Spinaci 240 g;surgelati e gelati;€ 1,99;240.0 g;700 kJ / 167 kcal;22,9 g;2,6 g;5,6 g;2,7 g;4,8 g
Ben & Jerry'sBen & Jerry's Netflix & Chilll'd 404 g;surgelati e gelati;€ 4,49;N/D;276 kcal;28 g;22 g;16 g;N/D;5,1 g
Ben & Jerry'sBen & Jerry's Cookie Dough 406 g;surgelati e gelati;€ 4,49;N/D;270 kcal;31 g;25 g;15 g;N/D;4,0 g
Ben & Jerry'sBen & Jerry's Chocolate Fudge Brownie 408 g;surgelati e gelati;€ 4,49;N/D;249 kcal;29 g;27 g;13 g;N/D;4,3 g
Ben & Jerry'sBen & Jerry's Peanut Butter Cup 425 g;surgelati e gelati;€ 4,49;N/D;310 kcal;24 g;23 g;21 g;N/D;6,5 g
FRoSTAFRoSTA 2 Bistecche di Merluzzo Olio Extravergine di Oliva e Rucola 250 g;surgelati e gelati;€ 3,99;250.0 g;464 kJ / 111 kcal;0,1 g;0,0 g;5,5 g;N/D;15,2 g
Capitan FindusCapitan Findus I Gratinati High Pro con ceci e rosmarino 380 g;surgelati e gelati;€ 4,19;380.0 g;185 kcal;12 g;0,5 g;9,4 g;2,1 g;12 g
Valsoia Bontà e SaluteValsoia Bontà e Salute Polpettine 200 g;surgelati e gelati;€ 2,99;200.0 g;199 kcal;7,5 g;3,0 g;9,0 g;4,0 g;20 g
OrogelOrogel Il Benessere Virtù di Zuppa Ceci e Lenticchie con Olio Extravergine di Oliva Surgelati 500 g;surgelati e gelati;€ 2,99;500.0 g;85 kcal;8 g;0,8 g;2,5 g;5,3 g;5 g
OrogelOrogel Il Benessere Virtù di Zuppa Orzo e Funghi Porcini e Champignon Surgelati 500 g;surgelati e gelati;€ 2,99;500.0 g;65 kcal;8,8 g;0,4 g;2,1 g;2,2 g;1,6 g
OrogelOrogel Il Benessere Virtù di Zuppa Ribollita con Crostini di Pane e Cavolo Nero Surgelati 500 g;surgelati e gelati;€ 2,99;500.0 g;61 kcal;6,6 g;1,4 g;2 g;3,1 g;2,6 g
Capitan FindusCapitan Findus 12 Bastoncini con 100% Filetti di Merluzzo 300 g;surgelati e gelati;€ 2,99;300.0 g;892 kJ / 213 kcal;21 g;<0,5 g;8,3 g;0,9 g;13 g
AiaAia Sottilissime Cotolette di Filetti di Pollo surgelato 280 g;surgelati e gelati;€ 2,99;280.0 g;1093 kJ / 261 kcal;24 g;1,4 g;13 g;N/D;12 g
Capitan FindusCapitan Findus 2 Burger di Nasello con pomodoro e rosmarino 170 g;surgelati e gelati;€ 2,99;170.0 g;482 kJ / 116 kcal;1,0 g;0,6 g;5,9 g;3,2 g;13 g
Capitan FindusCapitan Findus 2 Burger di Merluzzo con prezzemolo e limone 170 g;surgelati e gelati;€ 2,99;170.0 g;472 kJ / 113 kcal;0,5 g;<0,5 g;5,5 g;2,8 g;14 g
FindusFindus Le Zuppe del Casale Tradizionale 500 g;surgelati e gelati;€ 2,99;500.0 g;96 kcal;15 g;1,6 g;1,5 g;3,0 g;4,1 g
FindusFindus Le Zuppe del Casale Pasta e Fagioli 500 g;surgelati e gelati;€ 2,99;500.0 g;105 kcal;16 g;1,4 g;1,8 g;3,1 g;4,7 g
OrogelOrogel Sfizi Croccanti Gran Fritto Pastellato Surgelati 450 g;surgelati e gelati;€ 2,69;450.0 g;140 kcal;18 g;3,5 g;6 g;2,2 g;2,3 g
FindusFindus Burger Grigliati di Pollo 240 g;surgelati e gelati;€ 3,19;240.0 g;180 kcal;10 g;<0,5 g;8,4 g;<0,5 g;16 g
FindusFindus Chicken Burger 227 g;surgelati e gelati;€ 3,19;227.0 g;282 kcal;18 g;<0,5 g;18 g;<0,5 g;12 g
FindusFindus Chicken Crunchies 255 g;surgelati e gelati;€ 3,19;255.0 g;266 kcal;23 g;<0,5 g;12 g;0,9 g;16 g
FindusFindus 10 Bastoncini Di Pollo 250 g;surgelati e gelati;€ 3,19;250.0 g;246 kcal;23 g;0,5 g;11 g;1,5 g;13 g
FindusFindus Chicken Nuggets 250 g;surgelati e gelati;€ 3,19;250.0 g;253 kcal;24 g;0,6 g;11 g;1,2 g;14 g
Cucina SartorCucina Sartor Pollo Patate e Funghi Surgelato 450 g;surgelati e gelati;€ 3,99;450.0 g;96 kcal;7,1 g;0,5 g;3,0 g;1,6 g;9,4 g
FRoSTAFRoSTA 5 Filetti di Nasello da Pesca Sostenibile 300 g;surgelati e gelati;€ 4,99;300.0 g;305 kJ / 72 kcal;0,3 g;0,3 g;1,2 g;N/D;15,0 g
il tuo pescatoreil tuo pescatore Mazzancolle tropicali già Cotte Surgelate 300 g;surgelati e gelati;€ 6,99;300.0 g;415 kJ / 99 kcal;0 g;0 g;0,3 g;N/D;24 g
McCainMcCain Forno Express 500 g;surgelati e gelati;€ 2,79;500.0 g;861 kJ / 205 kcal;31,0 g;0,5 g;7,0 g;3,0 g;3,0 g
CarrefourCarrefour Classic Ravioli Ricotta e Spinaci* 550 g;surgelati e gelati;€ 2,59;550.0 g;124 kcal;15 g;2,2 g;4,7 g;2,2 g;4,3 g
CarrefourCarrefour Cuori di carciofo a spicchi Surgelato 400 g;surgelati e gelati;€ 2,99;400.0 g;37 kcal;3,9 g;1,3 g;<0,5 g;3,9 g;2,6 g
CarrefourCarrefour Extra Merluzzo d'Alaska Gratinato con Pomodoro e Basilico Surgelato 400 g;surgelati e gelati;€ 2,99;N/D;157 kcal;9,6 g;0,8 g;8,0 g;0,7 g;11 g
CarrefourCarrefour Extra Merluzzo d'Alaska Gratinato con Erbe Aromatiche Surgelato 400 g;surgelati e gelati;€ 2,99;N/D;190 kcal;11 g;0,6 g;11 g;0,8 g;11 g
CarrefourCarrefour Sensations Paella* con calamari, cozze e gamberi *Surgelata 600 g;surgelati e gelati;€ 3,49;600.0 g;87 kcal;14 g;0,8 g;1,7 g;1,6 g;3,4 g
CarrefourCarrefour Classic Spaghetti alle Vongole Surgelati 550 g;surgelati e gelati;€ 3,65;550.0 g;141 kcal;24 g;0,7 g;3,0 g;1,4 g;4,1 g
4 Salti in Padella4 Salti in Padella Findus Pappardelle al Ragù 550 g;surgelati e gelati;€ 5,29;550.0 g;156 kcal;21 g;2,4 g;4,6 g;1,4 g;7,0 g
Findus4 Salti in Padella Findus Tagliatelle ai Funghi 550 g;surgelati e gelati;€ 5,29;550.0 g;168 kcal;21 g;1,4 g;6,8 g;1,8 g;4,8 g
CarrefourCarrefour Classic Gnocchi alla Sorrentina* 550 g;surgelati e gelati;€ 2,39;550.0 g;143 kcal;25 g;1,8 g;2,3 g;1,6 g;4,6 g
FindusFindus Cremosa Milleverdure Rustica 600 g;surgelati e gelati;€ 3,19;600.0 g;49 kcal;5,1 g;1,2 g;2,4 g;1,1 g;1,1 g
CarrefourCarrefour Classic Pappardelle al Ragù di Cinghiale Surgelate 550 g;surgelati e gelati;€ 3,19;550.0 g;130 kcal;21 g;1,2 g;2,1 g;1,6 g;5,9 g
CarrefourCarrefour Classic Tonnarelli Cacio e Pepe Surgelati 550 g;surgelati e gelati;€ 3,19;550.0 g;156 kcal;20 g;0,8 g;5,0 g;1,5 g;6,7 g
CarrefourCarrefour Cannelloni Ricotta e Spinaci Surgelati 500 g;surgelati e gelati;€ 2,95;500.0 g;156 kcal;15 g;3,3 g;7,1 g;0,6 g;7,4 g
FRoSTAFRoSTA 10 Bastoncini in Panatura alla Mugnaia 250 g;surgelati e gelati;€ 3,19;250.0 g;748 kJ / 178 kcal;14,6 g;1,5 g;7,1 g;N/D;13,6 g
GarboGarbo Linea Panati Happy Mix Prodotto Surgelato 500 g;surgelati e gelati;€ 3,19;500.0 g;820 kJ / 194 kcal;34,15 g;1,04 g;3,6 g;N/D;5,57 g
CarrefourCarrefour Classic Pesto Senz'Aglio surgelato 12 x 15 g;surgelati e gelati;€ 3,19;N/D;501 kcal;3,0 g;0 g;50 g;2,0 g;8,7 g
Green Cuisine FindusFindus Green Cuisine 2 Burger Vegetali 209 g;surgelati e gelati;€ 2,79;209.0 g;695 kJ - 167 kcal;3,3 g;<0,5 g;10 g;6,0 g;13 g
FindusFindus Cordon Bleu 200 g;surgelati e gelati;€ 3,19;200.0 g;216 kcal;17 g;1,8 g;10 g;3,1 g;13 g
Capitan FindusCapitan Findus Fiori Di Nasello con verdure mediterranee 300 g;surgelati e gelati;€ 3,99;300.0 g;62 kcal;2,1 g;0,8 g;2,4 g;<0,5 g;8,1 g
Capitan FindusCapitan Findus Fiori Di Merluzzo con pomodoro e olive 300 g;surgelati e gelati;€ 3,99;300.0 g;77 kcal;2,2 g;1,1 g;3,9 g;<0,5 g;8,3 g
CarrefourCarrefour Classic Linguine allo Scoglio con Calamari, Cozze e Gamberi Surgelate 550 g;surgelati e gelati;€ 3,75;550.0 g;132 kcal;17 g;1,3 g;4,4 g;1,1 g;5,0 g
CarrefourCarrefour Classic Tagliatelle ai Funghi* 550 g;surgelati e gelati;€ 3,35;550.0 g;126 kcal;18 g;<0,5 g;4,0 g;2,2 g;3,9 g
CarrefourCarrefour Classic Garganelli Gamberi e Zucchine Surgelati 550 g;surgelati e gelati;€ 3,35;550.0 g;131 kcal;20 g;<0,5 g;3,0 g;1,1 g;5,4 g
CarrefourCarrefour Classic Bucatini all'Amatriciana* 550 g;surgelati e gelati;€ 3,35;N/D;141 kcal;22 g;1,9 g;3,2 g;1,9 g;4,7 g
CarrefourCarrefour Classic Spaghetti alla Carbonara Surgelati 500 g;surgelati e gelati;€ 3,35;500.0 g;171 kcal;19 g;1,0 g;7,0 g;1,5 g;7,0 g
Capitan FindusCapitan Findus Tentazioni di Gusto Misto Mare cozze, calamari e pomodoro 400 g;surgelati e gelati;€ 3,99;400.0 g;91 kcal;3,7 g;0,8 g;5,6 g;0,3 g;6,3 g
Capitan FindusCapitan Findus Tentazioni di Gusto Misto Mare vongole e prezzemolo 400 g;surgelati e gelati;€ 3,99;400.0 g;124 kcal;4,5 g;0,5 g;9,4 g;<0,5 g;5,2 g
Capitan FindusCapitan Findus Tentazioni di Gusto Misto Mare vongole, calamari e mazzancolle 400 g;surgelati e gelati;€ 3,99;400.0 g;68 kcal;4,1 g;0,6 g;3,5 g;<0,5 g;4,7 g
Cucina SartorCucina Sartor Happy Day! Mini Burger con patate grigliate Surgelati 500 g;surgelati e gelati;€ 4,79;500.0 g;140 kcal;15,3 g;0,8 g;5,2 g;1,4 g;7,3 g
PescanovaPescanova Pesce Spada Trance con pelle 500 g;surgelati e gelati;€ 7,99;500.0 g;110 kcal;0 g;0 g;4,2 g;N/D;18,0 g
4 Salti in Padella4 Salti in Padella Findus Patate Saporite 450 g;surgelati e gelati;€ 3,99;450.0 g;91 kcal;16 g;1,1 g;2,2 g;1,0 g;1,3 g
4 Salti in Padella4 Salti in Padella Findus Piselli Fantasia 450 g;surgelati e gelati;€ 3,99;450.0 g;68 kcal;6,3 g;3,9 g;1,9 g;4,3 g;4,4 g
4 Salti in Padella4 Salti in Padella Findus Spinaci Filanti 450 g;surgelati e gelati;€ 3,99;450.0 g;96 kcal;2,4 g;1,0 g;6,8 g;1,4 g;5,7 g
BonduelleBonduelle Natura in Padella Fagiolini e patate Surgelato 450 g;surgelati e gelati;€ 1,69;450.0 g;216 kJ- 51 kcal;8,6 g;1,2 g;0,2 g;3,3 g;2,1 g
Cucina SartorCucina Sartor Happy Day! Filetti di pollo al Curry Surgelati 300 g;surgelati e gelati;€ 2,99;300.0 g;128 kcal;3,3 g;0,7 g;7,2 g;12,5 g;1,3 g
Capitan FindusCapitan Findus Tentazioni di Gusto Cacciucco 450 g;surgelati e gelati;€ 4,99;450.0 g;66 kcal;2,0 g;0,5 g;3,0 g;0,5 g;7,6 g
PescanovaPescanova Fiori di Filetto di Merluzzo sudafricano surgelati 360 g;surgelati e gelati;€ 4,49;360.0 g;77 kcal;0 g;0 g;1,5 g;N/D;15,8 g
MOTTAMOTTA Coppa del Nonno Classica 6 x 65 g;surgelati e gelati;€ 4,49;390.0 g;232 kcal;24 g;20 g;13 g;<0,5 g;5,2 g
Cucina SartorCucina Sartor Happy Day! Mini Würstel di pollo e tacchino con patate grigliate Surgelati 450 g;surgelati e gelati;€ 3,99;450.0 g;166 kcal;13,3 g;0,1 g;9,3 g;1,2 g;6,7 g
SchärSchär Pinsa Margherita 360 g;surgelati e gelati;€ 3,99;360.0 g;243 kcal;36 g;2,2 g;7,3 g;4,0 g;6,2 g
OrogelOrogel Minestrone Pezzettoni Surgelati 500 g;surgelati e gelati;€ 2,49;500.0 g;32 kcal;6 g;2,5 g;0 g;1,9 g;1,1 g
FrescogelMisto mare naturale congelato;surgelati e gelati;€ 4,75;300.0 g;N/D;N/D;N/D;N/D;N/D;N/D
BonduelleBonduelle Natura in Padella Taccole Surgelato 450 g;surgelati e gelati;€ 1,65;450.0 g;111 kJ - 26 kcal;3,5 g;1,6 g;0,2 g;2,5 g;1,4 g
OrogelOrogel Gusto Ricco Tris Grigliato Surgelati 400 g;surgelati e gelati;€ 2,58;400.0 g;90 kcal;6 g;4,5 g;6 g;3,2 g;1,5 g
OrogelOrogel Gusto Ricco Friarielli Surgelati 400 g;surgelati e gelati;€ 2,37;400.0 g;71 kcal;0,5 g;0 g;6,2 g;2,3 g;2,1 g
FRoSTAFRoSTA i Gustosi 4 Filetti di Merluzzo d'Alaska con Patate e Pomodori 320 g;surgelati e gelati;€ 4,49;N/D;573 kJ / 137 kcal;4,2 g;0,4 g;8,8 g;0,7 g;10 g
OrogelOrogel Il Benessere Spinaci Fogliabella Surgelati 450 g;surgelati e gelati;€ 1,99;450.0 g;27 kcal;1,6 g;0,9 g;0,5 g;2,4 g;2,8 g
Valsoia Bontà e SaluteValsoia Bontà e Salute Cotoletta 2 x 100 g;surgelati e gelati;€ 2,79;200.0 g;203 kcal;12 g;1,2 g;9,3 g;3,5 g;16 g
NESTLÉNESTLÉ Maxibon Classic 4x96g;surgelati e gelati;€ 4,89;384.0 g;1309 kJ / 313 kcal;38 g;26 g;16 g;1,2 g;4 g
